ID;AGE;INCOME;GENDER;MARITAL;NUMKIDS;NUMCARDS;HOWPAID;EMPLOYED_DAYS;STORECAR;LOANS;LOAN_AMOUNT;MORTGAGE;MORTGAGE_AMOUNT;CREDIT_SCORE;RISK
100765;44;51498;m;married;0;1;monthly;6929;2;1;28440;y;129000;0,23;bad loss
100797;45;51385;f;married;0;1;monthly;5902;2;0;0;y;110000;0,65;good risk
100324;31;51383;f;married;0;2;monthly;3250;2;1;14750;y;105000;0,32;bad profit
100419;34;51219;m;married;0;2;monthly;4348;2;1;21150;y;111000;0,82;good risk
100662;37;50833;m;married;1;1;monthly;4783;2;1;27080;y;143000;0,39;good risk
100754;44;50816;m;married;0;2;monthly;6717;1;1;34120;y;110000;0,27;bad profit
100375;33;50808;f;married;1;2;monthly;5082;2;0;0;y;151000;0,44;bad loss
100490;36;50799;m;married;1;2;monthly;4655;1;0;0;y;160000;0,65;good risk
100664;33;50631;f;married;0;2;monthly;2862;1;0;0;y;146000;0,68;good risk
100621;40;50621;f;married;1;2;monthly;5603;1;0;0;y;136000;0,48;bad profit
100793;45;50552;m;married;0;1;monthly;7239;2;0;0;y;157000;0,71;good risk
100493;36;50515;f;married;0;1;monthly;4926;1;1;9620;y;126000;0,94;good risk
100593;39;50445;m;married;0;1;monthly;4434;2;1;17580;y;133000;0,37;bad loss
100500;36;50302;m;married;1;2;monthly;5505;1;0;0;y;136000;0,27;bad profit
100322;31;50295;f;married;1;1;monthly;2961;1;0;0;y;142000;0,54;bad profit
100628;40;50199;f;married;0;1;monthly;3611;2;0;0;y;124000;0,50;bad profit
100571;38;50076;m;married;1;1;monthly;4759;1;1;18290;y;158000;0,29;bad profit
100529;37;50075;m;married;0;2;monthly;3915;1;0;0;y;133000;0,40;bad profit
100535;37;49988;f;married;1;2;monthly;4172;2;0;0;y;133000;0,40;good risk
100799;45;49866;f;married;0;1;monthly;5328;1;0;0;y;114000;0,58;good risk
100660;41;49850;m;married;0;2;monthly;6619;1;1;11890;y;114000;0,64;good risk
100731;43;49789;f;married;0;2;monthly;6478;1;0;0;y;106000;0,75;good risk
100344;32;49745;m;married;0;1;monthly;4855;2;1;19500;y;102000;0,39;bad loss
100373;33;49678;m;married;0;2;monthly;4553;1;0;0;y;103000;0,80;good risk
100622;35;49600;m;married;1;2;monthly;4074;2;1;26310;y;155000;0,45;good risk
100594;39;49529;f;married;1;1;monthly;6804;2;0;0;y;136000;0,35;good risk
100705;42;49485;m;married;1;1;monthly;5753;1;1;30270;y;94000;0,68;good risk
100605;39;49415;m;married;0;1;monthly;5487;1;0;0;y;123000;0,54;good risk
100487;36;49409;m;married;1;2;monthly;3887;1;1;26350;y;138000;0,75;good risk
100604;39;49407;m;married;1;2;monthly;4132;1;0;0;y;172000;0,21;bad profit
100378;33;49075;m;married;1;2;monthly;3724;1;0;0;y;144000;0,62;bad profit
100382;33;49008;f;married;1;2;monthly;3833;2;0;0;y;165000;0,84;good risk
100423;34;49007;m;married;1;1;monthly;4880;1;0;0;y;154000;0,49;bad profit
100532;37;48931;m;married;1;2;monthly;6010;2;0;0;y;172000;0,31;bad loss
100802;45;48607;f;married;1;2;monthly;5358;2;1;19560;y;121000;0,49;good risk
100623;28;48599;m;married;0;1;monthly;1182;1;1;23750;y;78000;0,36;bad profit
100388;33;48511;m;married;0;1;monthly;2961;1;0;0;y;142000;0,56;good risk
100693;42;48414;m;married;1;2;monthly;6282;1;0;0;y;169000;0,50;good risk
100293;30;48336;m;married;1;2;monthly;2762;2;0;0;y;134000;0,29;bad loss
100489;36;48084;m;married;0;2;monthly;5201;2;1;13010;y;106000;0,58;good risk
100527;37;48061;f;married;1;2;monthly;4952;1;0;0;y;139000;0,59;good risk
100411;34;47833;m;married;1;1;monthly;3252;1;0;0;y;135000;0,34;bad loss
100495;36;47734;m;married;0;2;monthly;3675;1;1;16720;y;101000;0,73;good risk
100732;43;47623;f;married;0;2;monthly;8074;2;1;19310;y;119000;0,11;bad loss
100422;34;47623;m;married;0;1;monthly;5212;2;1;24770;y;107000;0,66;good risk
100661;41;47568;f;married;0;2;monthly;6388;2;1;13720;y;111000;0,82;good risk
100539;37;47470;f;married;1;1;monthly;5032;1;0;0;y;134000;0,47;good risk
100499;36;47422;f;married;0;2;monthly;3626;1;1;23290;y;96000;0,55;bad loss
100595;39;47161;m;married;1;2;monthly;4850;1;1;20770;y;121000;0,56;good risk
100798;29;47111;m;married;0;2;monthly;2331;2;1;13400;y;122000;0,46;good risk
100759;44;47035;m;married;0;1;monthly;7163;2;0;0;y;131000;0,40;bad profit
100456;35;47026;m;married;1;2;monthly;6307;1;0;0;y;157000;0,83;good risk
100596;39;47019;m;married;0;1;monthly;5247;1;1;15180;y;103000;0,74;good risk
100706;42;46965;f;married;1;1;monthly;6470;2;1;10630;y;142000;0,63;good risk
100323;31;46955;m;married;0;2;monthly;3449;2;1;19550;y;131000;0,44;good risk
100451;35;46949;f;married;0;2;monthly;4383;1;1;14040;y;95000;0,52;good risk
100565;38;46823;m;married;0;1;monthly;3644;1;1;17350;y;91000;0,56;good risk
100491;36;46785;f;married;1;1;monthly;2792;2;1;16400;y;122000;0,68;bad profit
100458;35;46645;m;married;1;1;monthly;3267;2;0;0;y;163000;0,46;bad loss
100701;42;46501;f;married;1;2;monthly;5666;1;1;14040;y;114000;0,68;good risk
100569;38;46168;f;married;1;1;monthly;3340;2;1;16820;y;99000;0,54;good risk
100707;42;46119;m;married;1;1;monthly;5540;2;0;0;y;158000;0,49;good risk
100625;40;45993;f;married;1;2;monthly;5828;1;0;0;y;162000;0,45;bad loss
100468;36;45970;m;married;0;1;monthly;3528;1;0;0;y;103000;0,61;good risk
100470;36;45949;f;married;1;1;monthly;4005;2;0;0;y;120000;0,42;bad profit
100579;39;45904;f;married;1;1;monthly;6368;1;0;0;y;153000;0,57;good risk
100453;35;45869;f;married;0;2;monthly;3130;1;1;19030;y;127000;0,61;good risk
100516;37;45849;m;married;1;2;monthly;4373;2;1;16720;y;111000;0,59;bad loss
100581;39;45841;f;married;1;2;monthly;6857;1;0;0;y;129000;0,47;bad loss
100338;32;45813;f;married;1;1;monthly;1738;1;0;0;y;133000;0,31;bad loss
100578;39;45750;f;married;0;1;monthly;3931;1;1;24420;y;124000;0,42;bad profit
100561;38;45721;m;married;0;1;monthly;5164;1;1;15100;y;108000;0,23;bad profit
100282;30;45715;m;married;0;2;monthly;1832;1;1;3040;y;115000;0,71;good risk
100684;32;45712;f;married;1;2;monthly;2011;1;0;0;y;144000;0,36;bad profit
100273;30;45706;f;married;0;2;monthly;960;1;1;5300;y;126000;0,59;good risk
100343;32;45687;m;married;1;2;monthly;2377;2;1;12300;y;149000;0,55;good risk
100485;36;45673;m;married;0;1;monthly;5288;2;0;0;y;114000;0,47;good risk
100472;36;45659;f;married;0;1;monthly;4205;2;1;17410;y;98000;0,67;good risk
100688;42;45654;m;married;0;2;monthly;5685;1;0;0;y;129000;0,78;good risk
100512;37;45621;m;married;0;1;monthly;5707;1;0;0;y;120000;0,68;good risk
100679;42;45584;f;married;1;1;monthly;4108;1;0;0;y;130000;0,51;good risk
100683;29;45549;m;married;1;1;monthly;2104;2;0;0;y;152000;0,58;good risk
100600;39;45537;m;married;0;2;monthly;4677;1;1;20580;y;87000;0,59;good risk
100436;35;45518;f;married;1;1;monthly;4200;1;1;19430;y;110000;0,43;bad profit
100618;40;45463;m;married;0;2;monthly;6832;2;1;24310;y;118000;0,81;good risk
100763;44;45452;f;married;1;1;monthly;7084;1;1;11840;y;147000;0,60;good risk
100536;37;45450;f;married;0;1;monthly;4412;2;0;0;y;95000;0,35;bad loss
100558;38;45419;f;married;0;2;monthly;4440;1;0;0;y;126000;0,61;bad loss
100722;43;45390;f;married;0;2;monthly;6632;2;0;0;y;94000;0,63;good risk
100703;42;45368;f;married;0;2;monthly;8169;2;1;24180;y;95000;0,63;good risk
100733;43;45318;m;married;1;1;monthly;6366;1;1;25510;y;140000;0,24;bad profit
100745;44;45313;f;married;0;2;monthly;6531;2;1;23810;y;138000;0,49;bad profit
100650;41;45283;f;married;1;1;monthly;6806;2;1;27320;y;135000;0,65;bad profit
100588;39;45266;f;married;0;1;monthly;6680;1;0;0;y;114000;0,23;bad profit
100587;39;45246;f;married;0;1;monthly;5949;1;1;16550;y;129000;0,69;bad loss
100718;43;45240;m;married;0;2;monthly;5336;1;1;21700;y;113000;0,28;bad loss
100449;35;45238;f;married;0;2;monthly;5351;1;1;14930;y;119000;0,50;good risk
100716;31;45217;m;married;1;2;monthly;2548;1;1;7790;y;143000;0,57;good risk
100330;32;45217;m;married;0;1;monthly;3828;1;0;0;y;113000;0,59;good risk
100337;32;45209;m;married;1;2;monthly;3195;2;0;0;y;146000;0,46;good risk
100746;44;45194;m;married;1;2;monthly;5695;2;1;20650;y;153000;0,47;bad loss
100531;37;45159;f;married;1;1;monthly;3407;1;0;0;y;143000;0,31;bad profit
100505;37;45153;f;married;0;2;monthly;4165;1;1;17750;y;113000;0,63;good risk
100365;33;45115;f;married;1;2;monthly;4021;2;1;30060;y;123000;0,64;good risk
100562;38;45103;f;married;0;1;monthly;3399;2;1;12080;y;103000;0,68;good risk
100537;37;45081;f;married;0;2;monthly;3316;1;1;11740;y;127000;0,78;good risk
100430;35;45066;m;married;0;1;monthly;4383;1;1;10110;y;125000;0,59;good risk
100284;30;45049;m;married;1;2;monthly;2591;1;1;19210;y;118000;0,80;good risk
100741;44;45001;f;married;0;1;monthly;5531;2;1;12430;y;107000;0,28;bad profit
100394;34;44997;f;married;0;1;monthly;4191;2;1;14780;y;103000;0,86;good risk
100285;30;44974;m;married;1;2;monthly;3466;2;0;0;y;147000;0,32;bad profit
100288;30;44956;f;married;0;2;monthly;4163;1;1;10630;y;129000;0,36;bad loss
100523;37;44936;f;married;1;1;monthly;3652;1;0;0;y;110000;0,43;bad profit
100691;42;44898;m;married;1;1;monthly;6153;2;0;0;y;133000;0,66;good risk
100334;32;44895;f;married;1;2;monthly;2634;1;1;6040;y;113000;0,35;bad loss
100602;39;44892;m;married;1;2;monthly;5982;1;0;0;y;135000;0,87;good risk
100403;34;44831;m;married;1;1;monthly;2912;2;1;9060;y;119000;0,62;good risk
100764;44;44787;m;married;1;2;monthly;6254;2;0;0;y;129000;0,58;good risk
100329;32;44781;m;married;1;1;monthly;4076;1;0;0;y;159000;0,54;good risk
100440;35;44772;m;married;1;1;monthly;4035;2;0;0;y;139000;0,59;bad loss
100279;30;44756;f;married;1;1;monthly;1654;2;1;13110;y;129000;0,50;good risk
100677;42;44728;f;married;0;2;monthly;4597;1;0;0;y;134000;0,32;bad profit
100620;40;44705;f;married;1;1;monthly;5017;1;0;0;y;139000;0,63;good risk
100402;34;44684;f;married;1;1;monthly;2755;1;1;13830;y;137000;0,39;good risk
100720;43;44682;f;married;0;1;monthly;7456;2;1;20850;y;128000;0,60;good risk
100627;40;44671;f;married;1;2;monthly;3956;2;1;12630;y;125000;0,62;good risk
100399;34;44617;f;married;1;2;monthly;3621;2;1;13230;y;145000;0,61;good risk
100361;33;44613;m;married;0;2;monthly;2793;2;0;0;y;123000;0,32;good risk
100676;42;44597;f;married;1;2;monthly;4018;1;0;0;y;133000;0,70;bad loss
100681;33;44582;f;married;0;1;monthly;2714;2;1;6250;y;94000;0,53;bad profit
100641;41;44534;m;married;0;2;monthly;6545;2;0;0;y;109000;0,71;good risk
100320;31;44483;f;married;0;2;monthly;1664;1;0;0;y;99000;0,60;bad profit
100580;39;44477;f;married;0;1;monthly;5610;1;0;0;y;109000;0,70;good risk
100549;38;44460;m;married;0;1;monthly;5091;1;1;22920;y;130000;0,49;good risk
100496;36;44449;m;married;1;1;monthly;5528;1;0;0;y;131000;0,63;good risk
100396;34;44442;m;married;1;1;monthly;4301;1;0;0;y;138000;0,23;bad profit
100534;37;44413;m;married;0;2;monthly;4845;1;0;0;y;128000;0,66;good risk
100752;29;44395;m;married;1;2;monthly;3066;1;1;8240;y;145000;0,60;good risk
100521;37;44394;m;married;1;1;monthly;4950;2;0;0;y;142000;0,63;good risk
100586;39;44378;f;married;1;2;monthly;4649;2;0;0;y;143000;0,69;good risk
100533;37;44363;m;married;0;1;monthly;5787;1;1;7690;y;122000;0,69;good risk
100476;36;44318;m;married;1;1;monthly;5377;1;0;0;y;158000;0,68;good risk
100737;44;44306;f;married;0;2;monthly;5217;1;1;16240;y;91000;0,69;bad profit
100615;27;44298;f;married;0;2;monthly;2597;2;0;0;y;101000;0,49;good risk
100781;45;44294;m;married;1;2;monthly;7118;1;1;35630;y;110000;0,74;good risk
100548;38;44272;f;married;0;1;monthly;4328;1;1;17440;y;123000;0,67;good risk
100442;35;44271;f;married;0;1;monthly;3884;1;1;19870;y;91000;0,80;good risk
100682;42;44270;f;married;0;2;monthly;4158;2;1;14460;y;88000;0,75;good risk
100784;45;44261;m;married;0;1;monthly;7622;1;1;31240;y;100000;0,61;good risk
100792;32;44230;f;married;1;2;monthly;3792;1;0;0;y;125000;0,39;bad profit
100432;35;44202;f;married;0;2;monthly;3883;2;0;0;y;123000;0,76;good risk
100280;30;44202;m;married;1;2;monthly;2880;1;0;0;y;115000;0,64;good risk
100445;35;44194;m;married;0;2;monthly;3071;2;1;5850;y;120000;0,58;good risk
100363;33;44193;f;married;1;1;monthly;3685;1;0;0;y;114000;0,71;good risk
100398;34;44187;f;married;1;1;monthly;2696;2;0;0;y;149000;0,61;good risk
100417;34;44159;m;married;1;1;monthly;5556;2;0;0;y;151000;0,51;bad loss
100715;43;44150;m;married;0;2;monthly;5962;2;1;11840;y;121000;0,41;bad profit
100503;37;44095;f;married;0;1;monthly;5444;1;0;0;y;127000;0,66;good risk
100790;45;44072;m;married;1;1;monthly;5142;1;0;0;y;127000;0,41;bad profit
100360;33;44052;f;married;0;2;monthly;2256;1;0;0;y;103000;0,57;good risk
100465;36;44048;m;married;1;1;monthly;5271;2;0;0;y;117000;0,58;good risk
100635;41;44039;f;married;1;2;monthly;5080;2;1;16350;y;130000;0,66;good risk
100585;39;44010;f;married;0;2;monthly;5170;2;1;18750;y;101000;0,36;good risk
100736;44;44005;m;married;1;2;monthly;4973;1;1;14080;y;125000;0,34;bad profit
100407;34;43989;m;married;0;1;monthly;3892;2;1;9820;y;98000;0,79;good risk
100522;37;43982;m;married;1;2;monthly;4921;2;0;0;y;137000;0,66;good risk
100696;42;43977;m;married;0;1;monthly;7136;2;1;24150;y;108000;0,81;good risk
100510;37;43976;f;married;0;2;monthly;4309;2;0;0;y;93000;0,70;good risk
100310;31;43972;f;married;0;1;monthly;2383;1;1;7680;y;113000;0,51;bad profit
100409;34;43957;f;married;1;2;monthly;4601;2;1;17390;y;111000;0,46;good risk
100353;32;43908;f;married;0;1;monthly;3004;1;0;0;y;133000;0,16;bad loss
100424;34;43895;f;married;0;1;monthly;2595;1;1;9760;y;83000;0,45;bad loss
100439;35;43890;f;married;0;2;monthly;3989;1;1;7500;y;125000;0,91;bad profit
100444;35;43888;m;married;0;1;monthly;5278;2;1;8250;y;99000;0,12;bad loss
100749;44;43876;f;married;1;2;monthly;5843;2;1;25790;y;139000;0,64;bad profit
100443;35;43874;m;married;0;2;monthly;4994;1;1;16770;y;97000;0,57;bad loss
100511;37;43835;m;married;0;2;monthly;4927;2;1;8880;y;105000;0,53;bad profit
100785;45;43823;m;married;1;2;monthly;7030;2;1;18370;y;144000;0,60;bad loss
100506;37;43820;m;married;1;2;monthly;5085;1;0;0;y;151000;0,69;good risk
100283;30;43800;m;married;1;2;monthly;3037;1;0;0;y;141000;0,46;good risk
100454;35;43799;m;married;1;1;monthly;4775;2;0;0;y;116000;0,56;good risk
100303;31;43795;m;married;0;2;monthly;3637;1;0;0;y;108000;0,46;bad profit
100760;44;43794;f;married;0;2;monthly;6711;2;0;0;y;119000;0,66;good risk
100477;36;43761;f;married;0;1;monthly;5092;1;0;0;y;128000;0,23;bad loss
100473;36;43750;m;married;1;1;monthly;5402;2;1;25320;y;116000;0,49;good risk
100642;41;43739;m;married;1;1;monthly;5041;2;1;10250;y;135000;0,48;bad loss
100551;38;43707;f;married;1;1;monthly;5827;2;0;0;y;128000;0,52;good risk
100624;40;43677;f;married;0;1;monthly;7176;2;0;0;y;95000;0,24;bad profit
100721;43;43669;m;married;1;1;monthly;7382;1;0;0;y;144000;0,78;good risk
100704;42;43651;f;married;1;2;monthly;4966;2;1;22040;y;114000;0,68;good risk
100306;31;43650;m;married;0;1;monthly;4110;1;0;0;y;122000;0,49;good risk
100645;41;43648;f;married;1;1;monthly;6087;2;1;20380;y;147000;0,48;good risk
100367;33;43645;m;married;0;2;monthly;2804;1;0;0;y;95000;0,81;good risk
100507;37;43633;f;married;1;1;monthly;2898;1;0;0;y;128000;0,45;bad profit
100614;40;43622;f;married;0;1;monthly;5239;1;1;10680;y;132000;0,73;good risk
100782;29;43608;m;married;1;1;monthly;2015;1;0;0;y;122000;0,68;bad profit
100272;30;43593;m;married;0;1;monthly;3221;2;0;0;y;109000;0,88;good risk
100598;39;43514;f;married;1;2;monthly;4438;1;0;0;y;136000;0,56;good risk
100405;34;43482;m;married;1;1;monthly;3115;1;1;20900;y;131000;0,54;bad profit
100368;33;43474;m;married;0;1;monthly;3791;1;1;6450;y;102000;0,56;good risk
100519;37;43408;f;married;0;2;monthly;6375;2;0;0;y;123000;0,43;bad loss
100589;39;43362;f;married;0;2;monthly;4703;1;1;10120;y;120000;0,54;good risk
100724;43;43348;m;married;1;2;monthly;7557;2;1;17170;y;113000;0,43;bad profit
100311;31;43330;m;married;0;1;monthly;2664;1;1;20420;y;90000;0,63;bad profit
100369;33;43322;f;married;0;2;monthly;2971;1;1;10720;y;128000;0,36;bad profit
100530;37;43303;m;married;0;2;monthly;4405;2;1;11080;y;96000;0,46;good risk
100640;41;43293;f;married;0;1;monthly;5852;1;1;17620;y;106000;0,64;good risk
100342;32;43202;m;married;1;1;monthly;3586;1;1;18690;y;130000;0,60;good risk
100739;44;43185;f;married;1;1;monthly;6480;2;0;0;y;132000;0,52;good risk
100321;31;43185;f;married;0;2;monthly;3095;2;0;0;y;119000;0,67;good risk
100789;45;43151;f;married;0;1;monthly;7199;1;1;12220;y;92000;0,41;good risk
100729;43;43146;f;married;1;1;monthly;3479;2;1;14290;y;127000;0,12;bad profit
100633;41;43120;m;married;0;1;monthly;7085;2;1;18570;y;130000;0,29;bad profit
100410;34;43100;f;married;1;1;monthly;2046;1;1;13820;y;167000;0,39;good risk
100431;35;43098;f;married;0;2;monthly;3714;1;1;17730;y;91000;0,69;good risk
100316;31;43043;f;married;1;1;monthly;2407;1;1;11860;y;109000;0,19;bad loss
100663;41;42996;m;married;1;2;monthly;5613;2;1;10860;y;133000;0,75;good risk
100564;38;42996;f;married;0;1;monthly;4996;1;1;20220;y;83000;0,47;good risk
100471;36;42980;f;married;0;1;monthly;3401;1;0;0;y;110000;0,55;good risk
100552;38;42953;m;married;1;2;monthly;4240;1;0;0;y;147000;0,89;good risk
100392;34;42928;m;married;1;1;monthly;4680;2;1;9590;y;140000;0,52;bad profit
100290;30;42926;m;married;0;1;monthly;2882;1;0;0;y;126000;0,51;good risk
100699;42;42909;m;married;1;1;monthly;8203;1;0;0;y;152000;0,40;bad profit
100646;41;42904;m;married;1;1;monthly;5397;2;0;0;y;148000;0,53;good risk
100750;30;42899;m;married;1;1;monthly;2654;1;1;16960;y;118000;0,14;bad loss
100517;37;42884;m;married;0;1;monthly;4755;2;0;0;y;108000;0,46;good risk
100547;38;42874;m;married;1;2;monthly;4914;1;1;18270;y;135000;0,81;good risk
100317;31;42852;m;married;0;1;monthly;2925;2;1;7070;y;92000;0,69;good risk
100612;40;42844;f;married;1;2;monthly;3608;1;1;9070;y;105000;0,30;bad profit
100420;34;42828;f;married;1;1;monthly;3676;1;0;0;y;126000;0,68;bad loss
100780;45;42823;f;married;1;1;monthly;9023;1;1;25930;y;131000;0,72;bad profit
100518;37;42799;f;married;0;1;monthly;5954;1;0;0;y;118000;0,19;bad loss
100654;38;42772;f;married;0;2;monthly;5532;2;0;0;y;128000;0,68;good risk
